0.513 (0.513)	/award/award_category/winners./award/award_honor/award_winner <-- inv_/music/instrument/instrumentalists, inv_/award/award_winning_work/awards_won./award/award_honor/award
0.004 (0.004)	/film/film/written_by <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
0.004 (0.004)	/film/film/written_by <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/base/popstra/celebrity/breakup./base/popstra/breakup/participant
0.004 (0.004)	/film/film/written_by <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/music/instrument/family
0.004 (0.004)	/film/film/written_by <-- inv_/sports/sport/pro_athletes./sports/pro_sports_played/athlete, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.004 (0.004)	/film/film/written_by <-- inv_/people/person/sibling_s./people/sibling_relationship/sibling, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/personal_appearances./film/personal_film_appearance/person
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/executive_produced_by
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/person/place_of_birth
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/administrative_division/first_level_division_of
0.006 (0.006)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /influence/influence_node/peers./influence/peer_relationship/peers
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_games/sports
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/tv/tv_network/programs./tv/tv_network_duration/program
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/soccer/football_team/current_roster./soccer/football_roster_position/position
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.005 (0.005)	/soccer/football_team/current_roster./soccer/football_roster_position/position <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /base/aareas/schema/administrative_area/capital
0.005 (0.005)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/film/film/costume_design_by, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.005 (0.005)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/business/job_title/people_with_this_title./business/employment_tenure/company, inv_/film/film/costume_design_by
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- /music/artist/origin, inv_/film/film/costume_design_by
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/business/job_title/people_with_this_title./business/employment_tenure/company, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/film/film/costume_design_by, inv_/location/country/form_of_government
0.005 (0.005)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, inv_/film/film/costume_design_by
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role, inv_/business/job_title/people_with_this_title./business/employment_tenure/company
0.005 (0.005)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/location/country/form_of_government, inv_/film/film/costume_design_by
0.005 (0.005)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/music/artist/contribution./music/recording_contribution/performance_role, inv_/film/film/costume_design_by
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/film_crew_role <-- inv_/film/film/costume_design_by, inv_/business/job_title/people_with_this_title./business/employment_tenure/company
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/sports/sports_team/sport
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/user/ktrueman/default_domain/international_organization/member_states
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/base/culturalevent/event/entity_involved
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- inv_/influence/influence_node/peers./influence/peer_relationship/peers, inv_/people/person/nationality
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /music/group_member/membership./music/group_membership/group
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.005 (0.005)	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/education/field_of_study/students_majoring./education/education/major_field_of_study
0.679 (0.679)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /film/film/country, inv_/film/film/release_date_s./film/film_regional_release_date/film_release_region
0.660 (0.660)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /location/administrative_division/country, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.713 (0.713)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /military/military_combatant/military_conflicts./military/military_combatant_group/combatants, inv_/film/film/release_date_s./film/film_regional_release_date/film_release_region
0.671 (0.671)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /film/film/country, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.668 (0.668)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.788 (0.788)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /military/military_combatant/military_conflicts./military/military_combatant_group/combatants, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.607 (0.607)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.585 (0.585)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins, inv_/film/film/release_date_s./film/film_regional_release_date/film_release_region
0.605 (0.605)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- /military/military_combatant/military_conflicts./military/military_combatant_group/combatants, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.570 (0.570)	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants <-- inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.897 (0.897)	/location/country/official_language <-- /people/person/languages, inv_/people/person/nationality
0.827 (0.827)	/location/country/official_language <-- /film/film/language, inv_/people/person/nationality
0.597 (0.597)	/location/country/official_language <-- /film/film/language, /location/location/contains
0.834 (0.834)	/location/country/official_language <-- /film/film/language, inv_/film/film/release_date_s./film/film_regional_release_date/film_release_region
0.694 (0.694)	/location/country/official_language <-- /people/person/languages, inv_/people/person/places_lived./people/place_lived/location
0.529 (0.529)	/location/country/official_language <-- /people/person/languages, /location/location/contains
0.455 (0.455)	/location/country/official_language <-- /film/film/language, inv_/base/biblioness/bibs_location/state
0.417 (0.417)	/location/country/official_language <-- /film/film/language, inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months
0.449 (0.449)	/location/country/official_language <-- /film/film/language, inv_/people/person/places_lived./people/place_lived/location
0.428 (0.428)	/location/country/official_language <-- /people/person/languages, inv_/base/biblioness/bibs_location/state
0.131 (0.131)	/people/person/place_of_birth <-- /location/us_county/county_seat, /people/person/spouse_s./people/marriage/type_of_union
0.153 (0.153)	/people/person/place_of_birth <-- inv_/people/person/nationality, /people/person/spouse_s./people/marriage/type_of_union
0.161 (0.161)	/people/person/place_of_birth <-- inv_/base/biblioness/bibs_location/state, /people/person/spouse_s./people/marriage/type_of_union
0.129 (0.129)	/people/person/place_of_birth <-- /location/hud_county_place/county, /people/person/spouse_s./people/marriage/type_of_union
0.131 (0.131)	/people/person/place_of_birth <-- inv_/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program, /people/person/spouse_s./people/marriage/type_of_union
0.128 (0.128)	/people/person/place_of_birth <-- inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, /people/person/spouse_s./people/marriage/type_of_union
0.146 (0.146)	/people/person/place_of_birth <-- /people/person/spouse_s./people/marriage/type_of_union, /location/location/contains
0.129 (0.129)	/people/person/place_of_birth <-- inv_/base/aareas/schema/administrative_area/capital, /people/person/spouse_s./people/marriage/type_of_union
0.127 (0.127)	/people/person/place_of_birth <-- inv_/film/film/costume_design_by, /people/person/spouse_s./people/marriage/type_of_union
0.126 (0.126)	/people/person/place_of_birth <-- inv_/tv/tv_producer/programs_produced./tv/tv_producer_term/program, /people/person/spouse_s./people/marriage/type_of_union
0.294 (0.294)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /influence/influence_node/peers./influence/peer_relationship/peers, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.385 (0.385)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.294 (0.294)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, /location/location/adjoin_s./location/adjoining_relationship/adjoins
0.416 (0.416)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.288 (0.288)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.247 (0.247)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /soccer/football_team/current_roster./soccer/football_roster_position/position, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.278 (0.278)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country, /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.271 (0.271)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.248 (0.248)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /award/award_winning_work/awards_won./award/award_honor/honored_for, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.243 (0.243)	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics <-- /film/film/costume_design_by, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
0.003 (0.003)	/organization/organization/place_founded <-- inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, /organization/organization/place_founded
0.003 (0.003)	/organization/organization/place_founded <-- inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.003 (0.003)	/organization/organization/place_founded <-- inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, inv_/base/biblioness/bibs_location/country
0.003 (0.003)	/organization/organization/place_founded <-- /organization/organization/place_founded, inv_/base/biblioness/bibs_location/country
0.003 (0.003)	/organization/organization/place_founded <-- inv_/base/biblioness/bibs_location/country, /organization/organization/place_founded
0.003 (0.003)	/organization/organization/place_founded <-- inv_/influence/influence_node/peers./influence/peer_relationship/peers, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.003 (0.003)	/organization/organization/place_founded <-- inv_/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program, inv_/base/biblioness/bibs_location/country
0.003 (0.003)	/organization/organization/place_founded <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
0.003 (0.003)	/organization/organization/place_founded <-- inv_/influence/influence_node/peers./influence/peer_relationship/peers, inv_/base/biblioness/bibs_location/country
0.003 (0.003)	/organization/organization/place_founded <-- inv_/film/film/personal_appearances./film/personal_film_appearance/person, /organization/organization/place_founded
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/music/genre/parent_genre
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /music/genre/parent_genre
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/deceased_person/place_of_burial
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/base/popstra/celebrity/dated./base/popstra/dated/participant
0.005 (0.005)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/award/award_category/category_of
0.005 (0.005)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/people/person/nationality
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.006 (0.006)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/us_county/county_seat
0.005 (0.005)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/tv/tv_producer/programs_produced./tv/tv_producer_term/program
0.005 (0.005)	/organization/organization/headquarters./location/mailing_address/state_province_region <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/music
0.995 (0.995)	/film/film/language <-- /people/person/languages, inv_/award/award_nominee/award_nominations./award/award_nomination/nominated_for
0.985 (0.985)	/film/film/language <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language, inv_/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.981 (0.981)	/film/film/language <-- /people/person/languages, /film/film/edited_by
0.984 (0.984)	/film/film/language <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language, inv_/film/actor/film./film/performance/film
0.996 (0.996)	/film/film/language <-- /people/person/languages, inv_/film/actor/film./film/performance/film
0.989 (0.989)	/film/film/language <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language, inv_/award/award_nominee/award_nominations./award/award_nomination/nominated_for
0.980 (0.980)	/film/film/language <-- /people/person/languages, inv_/film/director/film
0.969 (0.969)	/film/film/language <-- /film/actor/dubbing_performances./film/dubbing_performance/language, inv_/film/actor/film./film/performance/film
0.980 (0.980)	/film/film/language <-- /people/person/languages, /film/film/written_by
0.966 (0.966)	/film/film/language <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language, inv_/film/director/film
0.004 (0.004)	/film/film/film_festivals <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/film/film/film_production_design_by
0.004 (0.004)	/film/film/film_festivals <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/people/person/nationality
0.004 (0.004)	/film/film/film_festivals <-- inv_/film/film/film_production_design_by, inv_/people/person/employment_history./business/employment_tenure/company
0.004 (0.004)	/film/film/film_festivals <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/people/person/employment_history./business/employment_tenure/company
0.004 (0.004)	/film/film/film_festivals <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/award/award_category/disciplines_or_subjects
0.004 (0.004)	/film/film/film_festivals <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/award/award_category/disciplines_or_subjects
0.004 (0.004)	/film/film/film_festivals <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation
0.004 (0.004)	/film/film/film_festivals <-- inv_/people/person/employment_history./business/employment_tenure/company, /government/politician/government_positions_held./government/government_position_held/legislative_sessions
0.004 (0.004)	/film/film/film_festivals <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
0.004 (0.004)	/film/film/film_festivals <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/award/award_category/disciplines_or_subjects
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/location/administrative_division/first_level_division_of, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/film/film/story_by, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- /sports/sports_team/roster./baseball/baseball_roster_position/position, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/olympics/olympic_games/sports, inv_/user/ktrueman/default_domain/international_organization/member_states
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/user/ktrueman/default_domain/international_organization/member_states
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/olympics/olympic_games/sports, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season, inv_/user/ktrueman/default_domain/international_organization/member_states
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/influence/influence_node/peers./influence/peer_relationship/peers, inv_/people/person/place_of_birth
0.004 (0.004)	/film/film/other_crew./film/film_crew_gig/crewmember <-- inv_/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program, inv_/people/person/place_of_birth
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/soccer/football_team/current_roster./soccer/football_roster_position/position
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/person/spouse_s./people/marriage/spouse
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/executive_produced_by
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/music
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/sports/sport/pro_athletes./sports/pro_sports_played/athlete
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/story_by
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.005 (0.005)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /sports/sports_team/roster./baseball/baseball_roster_position/position
0.966 (0.966)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_producer/programs_produced./tv/tv_producer_term/program, inv_/award/award_winner/awards_won./award/award_honor/award_winner
0.965 (0.965)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program, inv_/award/award_winner/awards_won./award/award_honor/award_winner
0.946 (0.946)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_producer/programs_produced./tv/tv_producer_term/program, /award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.938 (0.938)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program, /award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.899 (0.899)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_producer/programs_produced./tv/tv_producer_term/program, /award/award_winner/awards_won./award/award_honor/award_winner
0.915 (0.915)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.882 (0.882)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /film/director/film, inv_/award/award_winner/awards_won./award/award_honor/award_winner
0.936 (0.936)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_producer/programs_produced./tv/tv_producer_term/program, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.831 (0.831)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /tv/tv_producer/programs_produced./tv/tv_producer_term/program, /tv/tv_producer/programs_produced./tv/tv_producer_term/program
0.803 (0.803)	/award/award_nominee/award_nominations./award/award_nomination/nominated_for <-- /film/director/film, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.005 (0.005)	/olympics/olympic_games/sports <-- /people/deceased_person/place_of_burial, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.005 (0.005)	/olympics/olympic_games/sports <-- inv_/base/biblioness/bibs_location/state, inv_/award/award_category/winners./award/award_honor/award_winner
0.005 (0.005)	/olympics/olympic_games/sports <-- inv_/people/person/nationality, inv_/award/award_category/winners./award/award_honor/award_winner
0.004 (0.004)	/olympics/olympic_games/sports <-- inv_/film/film/film_festivals, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.004 (0.004)	/olympics/olympic_games/sports <-- inv_/government/politician/government_positions_held./government/government_position_held/legislative_sessions, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.004 (0.004)	/olympics/olympic_games/sports <-- inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, inv_/base/popstra/celebrity/breakup./base/popstra/breakup/participant
0.005 (0.005)	/olympics/olympic_games/sports <-- inv_/government/legislative_session/members./government/government_position_held/district_represented, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.005 (0.005)	/olympics/olympic_games/sports <-- inv_/award/award_category/category_of, inv_/award/award_category/winners./award/award_honor/award_winner
0.004 (0.004)	/olympics/olympic_games/sports <-- inv_/sports/sports_team/roster./baseball/baseball_roster_position/position, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.004 (0.004)	/olympics/olympic_games/sports <-- /tv/tv_network/programs./tv/tv_network_duration/program, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.210 (0.210)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- /sports/sports_team/roster./american_football/football_historical_roster_position/position_s, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.703 (0.703)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- /award/award_winning_work/awards_won./award/award_honor/honored_for, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.209 (0.209)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- inv_/tv/tv_program/languages, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.231 (0.231)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- inv_/award/award_winning_work/awards_won./award/award_honor/honored_for, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.233 (0.233)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- /olympics/olympic_games/sports, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.204 (0.204)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.203 (0.203)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- inv_/user/alexander/philosophy/philosopher/interests, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.199 (0.199)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- inv_/language/human_language/countries_spoken_in, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.202 (0.202)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- /tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program, /award/award_winning_work/awards_won./award/award_honor/honored_for
0.202 (0.202)	/award/award_winning_work/awards_won./award/award_honor/honored_for <-- inv_/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division, /award/award_winning_work/awards_won./award/award_honor/honored_for
