0.142 (0.142)	concept:atlocation <-- concept:persondiedincountry, concept:atlocation
0.119 (0.119)	concept:organizationalsoknownas <-- concept:organizationalsoknownas, concept:organizationalsoknownas
0.087 (0.087)	concept:organizationalsoknownas <-- inv_concept:organizationhiredperson, concept:organizationalsoknownas
0.082 (0.082)	concept:organizationalsoknownas <-- concept:synonymfor, concept:organizationacronymhasname
0.081 (0.081)	concept:organizationalsoknownas <-- concept:agentbelongstoorganization, concept:organizationalsoknownas
0.081 (0.081)	concept:organizationalsoknownas <-- concept:personbelongstoorganization, concept:organizationalsoknownas
0.080 (0.080)	concept:organizationalsoknownas <-- concept:subpartoforganization, concept:organizationalsoknownas
0.008 (0.008)	concept:athleteplaysinleague <-- concept:athleteplaysinleague, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:politicianusmemberofpoliticalgroup, concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:politicianusmemberofpoliticalgroup, concept:athleteplaysinleague
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:specializationof, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:specializationof, inv_concept:persondiedincountry
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:specializationof, concept:athleteplaysinleague
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:persondiedincountry, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:athleteplaysinleague <-- inv_concept:persondiedincountry, concept:athleteplaysinleague
0.008 (0.008)	concept:athleteplaysinleague <-- concept:politicianusmemberofpoliticalgroup, inv_concept:politicianusmemberofpoliticalgroup
0.010 (0.010)	concept:agentactsinlocation <-- inv_concept:persongraduatedschool, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- inv_concept:citylocatedincountry, concept:riveremptiesintoriver
0.010 (0.010)	concept:agentactsinlocation <-- concept:competeswith, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- inv_concept:citylocatedincountry, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- concept:riveremptiesintoriver, inv_concept:citylocatedincountry
0.010 (0.010)	concept:agentactsinlocation <-- inv_concept:hasofficeincity, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- inv_concept:companyeconomicsector, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- inv_concept:cityalsoknownas, inv_concept:citylocatedincountry
0.011 (0.011)	concept:agentactsinlocation <-- concept:persondiedincountry, inv_concept:citylocatedincountry
0.010 (0.010)	concept:agentactsinlocation <-- inv_concept:citylocatedincountry, concept:bankbankincountry
0.008 (0.008)	concept:riveremptiesintoriver <-- concept:politicianusmemberofpoliticalgroup, inv_concept:persondiedincountry
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:leaguestadiums, inv_concept:cityliesonriver
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:specializationof, inv_concept:cityliesonriver
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:agentcollaborateswithagent, inv_concept:specializationof
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:specializationof, concept:agentbelongstoorganization
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:specializationof, inv_concept:agentcollaborateswithagent
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:agentcollaborateswithagent, inv_concept:persondiedincountry
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:persondiedincountry, inv_concept:cityliesonriver
0.008 (0.008)	concept:riveremptiesintoriver <-- concept:politicianusmemberofpoliticalgroup, inv_concept:leaguestadiums
0.008 (0.008)	concept:riveremptiesintoriver <-- inv_concept:leaguestadiums, inv_concept:agentcollaborateswithagent
0.008 (0.008)	concept:competeswith <-- inv_concept:specializationof, inv_concept:athletehomestadium
0.008 (0.008)	concept:competeswith <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:competeswith <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:competeswith <-- inv_concept:teamplaysagainstteam, inv_concept:athletehomestadium
0.008 (0.008)	concept:competeswith <-- inv_concept:athletehomestadium, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:competeswith <-- inv_concept:citycapitalofcountry, inv_concept:athletehomestadium
0.008 (0.008)	concept:competeswith <-- inv_concept:citycapitalofcountry, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:competeswith <-- inv_concept:teamplaysagainstteam, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:competeswith <-- inv_concept:specializationof, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:competeswith <-- inv_concept:athletehomestadium, inv_concept:citycapitalofcountry
0.012 (0.012)	concept:statehascapital <-- inv_concept:teamplaysagainstteam, inv_concept:locationlocatedwithinlocation
0.013 (0.013)	concept:statehascapital <-- inv_concept:specializationof, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- inv_concept:leaguestadiums, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- inv_concept:athletehomestadium, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:locationlocatedwithinlocation
0.011 (0.011)	concept:statehascapital <-- concept:parkincity, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- inv_concept:persondiedincountry, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- concept:teamplaysagainstteam, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- concept:athletehomestadium, inv_concept:locationlocatedwithinlocation
0.012 (0.012)	concept:statehascapital <-- inv_concept:citycapitalofcountry, inv_concept:locationlocatedwithinlocation
0.700 (0.700)	concept:statelocatedingeopoliticallocation <-- concept:citylocatedingeopoliticallocation, concept:statelocatedingeopoliticallocation
0.786 (0.786)	concept:statelocatedingeopoliticallocation <-- concept:atlocation, concept:statelocatedingeopoliticallocation
0.690 (0.690)	concept:statelocatedingeopoliticallocation <-- inv_concept:locationlocatedwithinlocation, concept:statelocatedingeopoliticallocation
0.684 (0.684)	concept:statelocatedingeopoliticallocation <-- inv_concept:atlocation, concept:statelocatedingeopoliticallocation
0.761 (0.761)	concept:statelocatedingeopoliticallocation <-- inv_concept:politicianrepresentslocation, concept:statelocatedingeopoliticallocation
0.674 (0.674)	concept:statelocatedingeopoliticallocation <-- inv_concept:coachesinleague, concept:statelocatedingeopoliticallocation
0.666 (0.666)	concept:statelocatedingeopoliticallocation <-- inv_concept:organizationheadquarteredincountry, concept:statelocatedingeopoliticallocation
0.673 (0.673)	concept:statelocatedingeopoliticallocation <-- concept:academicprogramatuniversity, concept:statelocatedingeopoliticallocation
0.668 (0.668)	concept:statelocatedingeopoliticallocation <-- inv_concept:subpartof, concept:statelocatedingeopoliticallocation
0.662 (0.662)	concept:statelocatedingeopoliticallocation <-- inv_concept:countrylocatedingeopoliticallocation, concept:statelocatedingeopoliticallocation
0.008 (0.008)	concept:headquarteredin <-- inv_concept:leaguestadiums, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:headquarteredin <-- inv_concept:teamplaysagainstteam, inv_concept:specializationof
0.009 (0.009)	concept:headquarteredin <-- inv_concept:specializationof, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:headquarteredin <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:headquarteredin <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:headquarteredin <-- inv_concept:citycapitalofcountry, inv_concept:teamplaysagainstteam
0.009 (0.009)	concept:headquarteredin <-- inv_concept:teamplaysagainstteam, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:headquarteredin <-- inv_concept:teamplaysagainstteam, concept:newspaperincity
0.008 (0.008)	concept:headquarteredin <-- inv_concept:specializationof, concept:newspaperincity
0.008 (0.008)	concept:headquarteredin <-- inv_concept:teamplaysagainstteam, inv_concept:leaguestadiums
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:buildinglocatedincity, inv_concept:hasofficeincountry
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:citycapitalofcountry, inv_concept:statelocatedingeopoliticallocation
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- concept:attractionofcity, inv_concept:hasofficeincountry
0.010 (0.010)	concept:organizationheadquarteredinstateorprovince <-- concept:lakeinstate, inv_concept:hasofficeincountry
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- concept:lakeinstate, concept:lakeinstate
0.010 (0.010)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:hasofficeincountry, inv_concept:hasofficeincountry
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:hasofficeincountry, inv_concept:parkincity
0.010 (0.010)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:hasofficeincountry, concept:lakeinstate
0.010 (0.010)	concept:organizationheadquarteredinstateorprovince <-- inv_concept:coachesinleague, inv_concept:hasofficeincountry
0.009 (0.009)	concept:organizationheadquarteredinstateorprovince <-- concept:competeswith, inv_concept:hasofficeincountry
0.009 (0.009)	concept:teamalsoknownas <-- inv_concept:specializationof, inv_concept:coachesteam
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:citycapitalofcountry, inv_concept:specializationof
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:specializationof, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:specializationof, inv_concept:specializationof
0.009 (0.009)	concept:teamalsoknownas <-- inv_concept:specializationof, concept:parkincity
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:teamplaysagainstteam, inv_concept:specializationof
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:specializationof, concept:athletehomestadium
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:leaguestadiums, inv_concept:specializationof
0.008 (0.008)	concept:teamalsoknownas <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.713 (0.713)	concept:countrylocatedingeopoliticallocation <-- inv_concept:countryalsoknownas, inv_concept:countryalsoknownas
0.701 (0.701)	concept:countrylocatedingeopoliticallocation <-- concept:organizationalsoknownas, inv_concept:countryalsoknownas
0.657 (0.657)	concept:countrylocatedingeopoliticallocation <-- inv_concept:politicianrepresentslocation, inv_concept:countryalsoknownas
0.643 (0.643)	concept:countrylocatedingeopoliticallocation <-- concept:leaguestadiums, inv_concept:countryalsoknownas
0.642 (0.642)	concept:countrylocatedingeopoliticallocation <-- inv_concept:personborninlocation, inv_concept:countryalsoknownas
0.631 (0.631)	concept:countrylocatedingeopoliticallocation <-- inv_concept:statelocatedincountry, inv_concept:countryalsoknownas
0.611 (0.611)	concept:countrylocatedingeopoliticallocation <-- concept:countrylocatedingeopoliticallocation, inv_concept:countryalsoknownas
0.605 (0.605)	concept:countrylocatedingeopoliticallocation <-- inv_concept:parkincity, inv_concept:countryalsoknownas
0.604 (0.604)	concept:countrylocatedingeopoliticallocation <-- concept:locationlocatedwithinlocation, inv_concept:countryalsoknownas
0.598 (0.598)	concept:countrylocatedingeopoliticallocation <-- concept:competeswith, inv_concept:countryalsoknownas
0.217 (0.217)	concept:proxyfor <-- concept:atlocation, inv_concept:atdate
0.280 (0.280)	concept:proxyfor <-- concept:mutualproxyfor, concept:atdate
0.270 (0.270)	concept:proxyfor <-- concept:proxyfor, inv_concept:atdate
0.378 (0.378)	concept:proxyfor <-- concept:agentactsinlocation, inv_concept:atdate
0.165 (0.165)	concept:proxyfor <-- concept:proxyfor, concept:statelocatedincountry
0.150 (0.150)	concept:proxyfor <-- inv_concept:organizationheadquarteredincity, concept:atdate
0.149 (0.149)	concept:proxyfor <-- concept:lakeinstate, concept:atdate
0.145 (0.145)	concept:proxyfor <-- concept:thinghasshape, concept:atdate
0.138 (0.138)	concept:proxyfor <-- inv_concept:academicprogramatuniversity, concept:atdate
0.136 (0.136)	concept:proxyfor <-- concept:mutualproxyfor, inv_concept:atdate
0.717 (0.717)	concept:istallerthan <-- concept:istallerthan, concept:parkincity
0.739 (0.739)	concept:istallerthan <-- inv_concept:subpartof, concept:istallerthan
0.827 (0.827)	concept:istallerthan <-- concept:proxyfor, concept:istallerthan
0.707 (0.707)	concept:istallerthan <-- concept:istallerthan, inv_concept:coachesinleague
0.889 (0.889)	concept:istallerthan <-- concept:istallerthan, concept:istallerthan
0.872 (0.872)	concept:istallerthan <-- concept:istallerthan, concept:stateorprovinceisborderedbystateorprovince
0.699 (0.699)	concept:istallerthan <-- concept:istallerthan, inv_concept:leaguestadiums
0.693 (0.693)	concept:istallerthan <-- concept:istallerthan, concept:teamplaysagainstteam
0.697 (0.697)	concept:istallerthan <-- concept:istallerthan, inv_concept:headquarteredin
0.686 (0.686)	concept:istallerthan <-- concept:istallerthan, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:teamplaysagainstteam, inv_concept:athletehomestadium
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:specializationof, concept:teamplaysagainstteam
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:athletehomestadium
0.009 (0.009)	concept:academicprogramatuniversity <-- concept:athletehomestadium, inv_concept:athletehomestadium
0.009 (0.009)	concept:academicprogramatuniversity <-- inv_concept:specializationof, inv_concept:athletehomestadium
0.009 (0.009)	concept:academicprogramatuniversity <-- inv_concept:specializationof, inv_concept:buildinglocatedincity
0.009 (0.009)	concept:academicprogramatuniversity <-- inv_concept:specializationof, concept:athletehomestadium
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:teamplaysagainstteam, concept:athletehomestadium
0.008 (0.008)	concept:academicprogramatuniversity <-- inv_concept:citycapitalofcountry, inv_concept:athletehomestadium
0.019 (0.019)	concept:politicianrepresentslocation <-- concept:personborninlocation, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- inv_concept:parkincity, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- concept:bankbankincountry, concept:personborninlocation
0.018 (0.018)	concept:politicianrepresentslocation <-- inv_concept:statelocatedincountry, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- concept:riveremptiesintoriver, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- inv_concept:organizationheadquarteredinstateorprovince, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- inv_concept:personchargedwithcrime, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- concept:buildinglocatedincity, concept:personborninlocation
0.017 (0.017)	concept:politicianrepresentslocation <-- inv_concept:teamalsoknownas, concept:personborninlocation
0.016 (0.016)	concept:politicianrepresentslocation <-- inv_concept:istallerthan, concept:personborninlocation
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:specializationof, inv_concept:politicianusmemberofpoliticalgroup
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:specializationof, inv_concept:persondiedincountry
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:specializationof, concept:politicianusmemberofpoliticalgroup
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:persondiedincountry, inv_concept:specializationof
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:specializationof, concept:athleteplaysinleague
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:specializationof, inv_concept:specializationof
0.009 (0.009)	concept:persongraduatedfromuniversity <-- inv_concept:politicianusmemberofpoliticalgroup, concept:athleteplaysinleague
0.008 (0.008)	concept:persongraduatedfromuniversity <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:specializationof
0.008 (0.008)	concept:persongraduatedfromuniversity <-- concept:athleteplaysinleague, inv_concept:specializationof
0.008 (0.008)	concept:persongraduatedfromuniversity <-- concept:politicianusmemberofpoliticalgroup, inv_concept:specializationof
0.008 (0.008)	concept:coachesteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:headquarteredin
0.008 (0.008)	concept:coachesteam <-- inv_concept:specializationof, inv_concept:specializationof
0.008 (0.008)	concept:coachesteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:specializationof
0.008 (0.008)	concept:coachesteam <-- inv_concept:citycapitalofcountry, inv_concept:specializationof
0.008 (0.008)	concept:coachesteam <-- inv_concept:citycapitalofcountry, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:coachesteam <-- inv_concept:specializationof, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:coachesteam <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:coachesteam <-- inv_concept:specializationof, inv_concept:headquarteredin
0.008 (0.008)	concept:coachesteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:coachesteam <-- inv_concept:citycapitalofcountry, concept:athleteplaysinleague
0.036 (0.036)	concept:agentcompeteswithagent <-- inv_concept:personleadsgeopoliticalorganization, concept:agentcompeteswithagent
0.038 (0.038)	concept:agentcompeteswithagent <-- inv_concept:istallerthan, concept:agentcompeteswithagent
0.036 (0.036)	concept:agentcompeteswithagent <-- inv_concept:organizationheadquarteredincity, concept:agentcompeteswithagent
0.040 (0.040)	concept:agentcompeteswithagent <-- inv_concept:subpartoforganization, concept:agentcompeteswithagent
0.036 (0.036)	concept:agentcompeteswithagent <-- concept:riveremptiesintoriver, concept:agentcompeteswithagent
0.036 (0.036)	concept:agentcompeteswithagent <-- inv_concept:agentbelongstoorganization, concept:agentcompeteswithagent
0.039 (0.039)	concept:agentcompeteswithagent <-- inv_concept:istallerthan, concept:subpartoforganization
0.035 (0.035)	concept:agentcompeteswithagent <-- inv_concept:academicprogramatuniversity, concept:agentcompeteswithagent
0.035 (0.035)	concept:agentcompeteswithagent <-- concept:specializationof, concept:agentcompeteswithagent
0.037 (0.037)	concept:agentcompeteswithagent <-- inv_concept:teamalsoknownas, concept:agentcompeteswithagent
0.015 (0.015)	concept:citylocatedinstate <-- inv_concept:persondiedincountry, inv_concept:statelocatedingeopoliticallocation
0.016 (0.016)	concept:citylocatedinstate <-- inv_concept:citycapitalofcountry, inv_concept:statelocatedingeopoliticallocation
0.016 (0.016)	concept:citylocatedinstate <-- concept:thinghasshape, inv_concept:statelocatedingeopoliticallocation
0.016 (0.016)	concept:citylocatedinstate <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:statelocatedingeopoliticallocation
0.015 (0.015)	concept:citylocatedinstate <-- concept:athletehomestadium, inv_concept:statelocatedingeopoliticallocation
0.017 (0.017)	concept:citylocatedinstate <-- inv_concept:specializationof, inv_concept:statelocatedingeopoliticallocation
0.015 (0.015)	concept:citylocatedinstate <-- concept:parkincity, inv_concept:statelocatedingeopoliticallocation
0.015 (0.015)	concept:citylocatedinstate <-- inv_concept:teamplaysagainstteam, inv_concept:statelocatedingeopoliticallocation
0.015 (0.015)	concept:citylocatedinstate <-- inv_concept:leaguestadiums, inv_concept:statelocatedingeopoliticallocation
0.014 (0.014)	concept:citylocatedinstate <-- inv_concept:coachesteam, inv_concept:statelocatedingeopoliticallocation
0.031 (0.031)	concept:agentparticipatedinevent <-- inv_concept:citylocatedincountry, concept:istallerthan
0.031 (0.031)	concept:agentparticipatedinevent <-- concept:politicianusmemberofpoliticalgroup, concept:istallerthan
0.028 (0.028)	concept:agentparticipatedinevent <-- inv_concept:stadiumlocatedincity, concept:istallerthan
0.028 (0.028)	concept:agentparticipatedinevent <-- concept:riveremptiesintoriver, concept:istallerthan
0.028 (0.028)	concept:agentparticipatedinevent <-- inv_concept:personleadsgeopoliticalorganization, concept:istallerthan
0.028 (0.028)	concept:agentparticipatedinevent <-- inv_concept:istallerthan, inv_concept:istallerthan
0.028 (0.028)	concept:agentparticipatedinevent <-- inv_concept:subpartoforganization, concept:istallerthan
0.027 (0.027)	concept:agentparticipatedinevent <-- inv_concept:agentcollaborateswithagent, concept:istallerthan
0.027 (0.027)	concept:agentparticipatedinevent <-- concept:personbelongstoorganization, concept:istallerthan
0.026 (0.026)	concept:agentparticipatedinevent <-- inv_concept:teamalsoknownas, concept:istallerthan
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:leaguestadiums, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personmovedtostateorprovince <-- inv_concept:specializationof, inv_concept:teamplaysagainstteam
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:specializationof, inv_concept:hasofficeincountry
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:hasofficeincountry
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:hasofficeincountry, inv_concept:teamplaysagainstteam
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:teamplaysagainstteam, inv_concept:hasofficeincountry
0.009 (0.009)	concept:personmovedtostateorprovince <-- inv_concept:teamplaysagainstteam, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:personmovedtostateorprovince <-- inv_concept:teamplaysagainstteam, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:personmovedtostateorprovince <-- inv_concept:teamplaysagainstteam, inv_concept:specializationof
0.008 (0.008)	concept:personmovedtostateorprovince <-- inv_concept:leaguestadiums, inv_concept:teamplaysagainstteam
0.250 (0.250)	concept:subpartof <-- concept:persondiedincountry, concept:subpartof
0.277 (0.277)	concept:subpartof <-- inv_concept:stateorprovinceisborderedbystateorprovince, concept:subpartof
0.228 (0.228)	concept:subpartof <-- inv_concept:proxyfor, concept:subpartof
0.230 (0.230)	concept:subpartof <-- inv_concept:attractionofcity, concept:subpartof
0.276 (0.276)	concept:subpartof <-- concept:subpartof, inv_concept:stateorprovinceisborderedbystateorprovince
0.231 (0.231)	concept:subpartof <-- concept:competeswith, concept:subpartof
0.253 (0.253)	concept:subpartof <-- concept:subpartof, concept:subpartof
0.258 (0.258)	concept:subpartof <-- concept:stadiumlocatedincity, concept:subpartof
0.227 (0.227)	concept:subpartof <-- concept:sportsgameteam, concept:subpartof
0.227 (0.227)	concept:subpartof <-- concept:academicprogramatuniversity, concept:subpartof
0.009 (0.009)	concept:thinghasshape <-- inv_concept:citycapitalofcountry, inv_concept:specializationof
0.009 (0.009)	concept:thinghasshape <-- inv_concept:specializationof, inv_concept:specializationof
0.010 (0.010)	concept:thinghasshape <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:thinghasshape <-- inv_concept:specializationof, inv_concept:leaguestadiums
0.009 (0.009)	concept:thinghasshape <-- inv_concept:leaguestadiums, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:thinghasshape <-- inv_concept:leaguestadiums, inv_concept:specializationof
0.009 (0.009)	concept:thinghasshape <-- concept:athletehomestadium, inv_concept:specializationof
0.009 (0.009)	concept:thinghasshape <-- inv_concept:leaguestadiums, inv_concept:leaguestadiums
0.009 (0.009)	concept:thinghasshape <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:specializationof
0.009 (0.009)	concept:thinghasshape <-- inv_concept:specializationof, concept:athletehomestadium
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:citycapitalofcountry, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:sportsgameteam <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:sportsgameteam <-- inv_concept:citycapitalofcountry, inv_concept:specializationof
0.009 (0.009)	concept:sportsgameteam <-- inv_concept:specializationof, inv_concept:specializationof
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:specializationof
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:teamplaysagainstteam, inv_concept:specializationof
0.008 (0.008)	concept:sportsgameteam <-- inv_concept:leaguestadiums, inv_concept:specializationof
0.008 (0.008)	concept:sportsgameteam <-- concept:athletehomestadium, inv_concept:specializationof
0.752 (0.752)	concept:countrycurrency <-- inv_concept:countrylocatedingeopoliticallocation, concept:countrycurrency
0.732 (0.732)	concept:countrycurrency <-- concept:countrycurrency, inv_concept:countrylocatedingeopoliticallocation
0.809 (0.809)	concept:countrycurrency <-- concept:countrycurrency, concept:countrycurrency
0.598 (0.598)	concept:countrycurrency <-- concept:countrycurrency, inv_concept:hasofficeincountry
0.574 (0.574)	concept:countrycurrency <-- concept:bankbankincountry, concept:countrycurrency
0.558 (0.558)	concept:countrycurrency <-- inv_concept:bankbankincountry, concept:countrycurrency
0.571 (0.571)	concept:countrycurrency <-- inv_concept:cityliesonriver, concept:countrycurrency
0.594 (0.594)	concept:countrycurrency <-- concept:countrycurrency, concept:countrylocatedingeopoliticallocation
0.554 (0.554)	concept:countrycurrency <-- inv_concept:organizationheadquarteredinstateorprovince, concept:countrycurrency
0.553 (0.553)	concept:countrycurrency <-- concept:personbelongstoorganization, concept:countrycurrency
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:citycapitalofcountry, concept:teamplaysagainstteam
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:citycapitalofcountry, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:specializationof, concept:teamplaysagainstteam
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:personleadsgeopoliticalorganization <-- concept:athletehomestadium, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:personleadsgeopoliticalorganization <-- inv_concept:citycapitalofcountry, inv_concept:coachesteam
0.008 (0.008)	concept:personleadsgeopoliticalorganization <-- inv_concept:citycapitalofcountry, inv_concept:teamplaysagainstteam
0.008 (0.008)	concept:personborninlocation <-- concept:thinghasshape, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- inv_concept:citycapitalofcountry, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- inv_concept:specializationof, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- inv_concept:persondiedincountry, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- inv_concept:hasofficeincountry, inv_concept:leaguestadiums
0.008 (0.008)	concept:personborninlocation <-- inv_concept:buildinglocatedincity, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- inv_concept:athleteplaysinleague, inv_concept:hasofficeincountry
0.008 (0.008)	concept:personborninlocation <-- concept:athletehomestadium, inv_concept:hasofficeincountry
